id	len	rounds	transition	density1	density2
ENST00000502682.1	151046	182	65000	0.170833	1.04706
ENST00000512820.5	255000	9	34581.6	0.321146	1.05254
ENST00000264449.14	248717	52	57741.5	0.0954087	1.20271
ENST00000381668.9	248733	53	57741.5	0.0954087	1.20538
ENST00000514170.5	80616	65	10000	0.1	0
ENST00000381501.7	134082	200	55000	0.255	1.12333
ENST00000515684.1	134161	36	97490.5	0.105375	1.0998
ENST00000502520.5	145905	52	95000	0.1	1.08
ENST00000611795.1	92363	200	60000	0.127273	0.841666
ENST00000435527.6	82849	83	50000	0.25	0.85
ENST00000636006.1	255000	58	70000	0.457692	1.05135
ENST00000512091.6	255000	14	28986.8	0.114278	1.04865
ENST00000432638.6	255000	8	49429.3	0.067523	1.05317
ENST00000264485.10	255000	175	80659.7	0.22687	1.17061
ENST00000425175.5	255000	16	57695	0.11753	1.17613
ENST00000505193.1	126370	93	23344.1	0.109027	0.740242
ENST00000286657.9	255000	60	65000	0.320833	1.17895
ENST00000358602.8	185410	30	87687.9	0.32604	1.02547
ENST00000330838.10	183113	31	87593.4	0.322871	1.03978
ENST00000264893.10	88912	200	45000	0.11875	1.3
ENST00000512485.5	99386	105	65000	0.0541667	0.733333
ENST00000325942.10	255000	200	125000	0.36875	1.25385
ENST00000389010.7	103094	200	49671	0.215316	1.09542
ENST00000335016.9	135808	25	50000	0.216667	1.11176
ENST00000346652.10	95164	200	30251.9	0.0658845	0.846917
ENST00000510557.5	85328	200	39999.9	0.25714	1.21667
ENST00000509172.1	105939	200	52203.1	0.10278	1.24341
ENST00000295888.8	255000	200	55662.5	0.14137	1.10535
ENST00000503995.5	255000	12	55000	0.135	1.17125
ENST00000639989.1	255000	17	40096	0.318243	0.657647
ENST00000513186.6	255000	15	41015.8	0.314616	0.701775
ENST00000316707.10	220418	89	85000	0.21875	1.21296
ENST00000512339.5	201784	95	35691.4	0.0334478	0.68909
ENST00000502459.5	255000	200	90000	0.0617647	0.660606
ENST00000420646.6	112878	65	31449.8	0.163422	0.58469
ENST00000542407.5	213545	76	120000	0.3	1.23889
ENST00000513796.5	255000	200	80003.7	0.260029	0.878572
ENST00000453304.5	255000	88	90000	0.311765	0.877273
ENST00000509011.5	130697	77	55000	0.17	1.03333
ENST00000339360.9	180817	200	65000	0.279166	1.03696
ENST00000515440.5	179514	131	75000	0.121429	0.9775
ENST00000508798.5	188204	52	65000	0.0583333	1.01042
ENST00000394853.8	255000	48	120000	0.295652	1.35926
ENST00000514870.1	86816	129	35000	0.15	0.79
ENST00000515279.5	138911	61	45000	0.16875	0.866667
ENST00000394706.7	255000	30	38873.5	0.162894	0.992392
ENST00000394708.6	255000	30	38643.4	0.161322	0.9698
ENST00000503862.5	83524	73	58009.2	0.0962444	1.3141
ENST00000399127.5	255000	157	60439.8	0.170418	0.81878
ENST00000504968.6	105975	51	60000	0.109091	1.37778
ENST00000265175.5	107082	51	60000	0.109091	1.36667
ENST00000296402.9	255000	84	75000	0.332143	1.34306
ENST00000280551.10	113316	84	30000	0.33	1.175
ENST00000394439.5	133688	43	65000	0.270833	1.44615
ENST00000264501.8	210420	32	33768.8	0.152532	1.14544
ENST00000274008.4	255000	26	30000	0.2	0.955556
ENST00000326639.10	150721	25	115000	0.347727	0.807143
ENST00000281142.9	209615	95	29836.3	0.0731524	0.867378
ENST00000442267.2	135356	75	70000	0.157692	1.36923
ENST00000515673.6	255000	10	60000	0.136364	1.21154
ENST00000507462.5	134598	84	80000	0.28	1.29
ENST00000262995.8	137807	200	23526.4	0.243609	0.840888
ENST00000507030.5	255000	200	42966.8	0.223179	1.14264
ENST00000432059.6	255000	15	44439	0.24295	1.1418
ENST00000336498.7	255000	55	31433.1	0.226071	1.11275
ENST00000512865.5	255000	6	40000	0.0785714	1.0814
ENST00000411937.6	178450	113	60000	0.309091	1.03043
ENST00000510413.5	255000	20	90000	0.114706	1.26061
ENST00000357115.7	255000	14	88569.4	0.109398	1.24441
ENST00000511501.5	125425	56	85000	0.18125	1.55
ENST00000604872.5	124081	39	60000	0.136364	0.8
ENST00000281708.8	214843	132	80000	0.2	1.06538
ENST00000353617.6	131973	147	40665.8	0.0971816	0.758768
ENST00000409663.7	170366	106	55000	0.36	1.21957
ENST00000409959.7	170363	108	55000	0.36	1.22174
ENST00000502773.5	210941	188	95000	0.180556	1.5413
ENST00000505478.5	210591	200	95000	0.272222	1.35217
ENST00000504560.5	119199	11	58519.2	0.168164	0.969357
ENST00000513213.5	157219	9	59052.1	0.203507	1.27152
ENST00000511092.5	76513	39	50000	0.216667	0.46
ENST00000265000.8	155215	200	75000	0.0857143	1.3375
ENST00000280190.8	114179	169	45000	0.26875	1.37692
ENST00000403733.7	221485	88	85000	0.15625	1.37407
ENST00000448232.6	218943	87	85000	0.14375	1.38654
ENST00000504273.5	159735	123	65000	0.183333	1.34444
ENST00000614102.4	136039	96	55000	0.135	1.3625
ENST00000512070.6	255000	44	125000	0.19375	1.45577
ENST00000513115.1	102857	125	45000	0.14375	0.813636
ENST00000284268.6	166975	80	65000	0.2875	1.15
ENST00000502436.5	155205	78	90000	0.167647	1.03077
ENST00000274203.13	255000	73	95000	0.194444	1.36719
ENST00000511367.6	131565	57	22112	0.167882	0.921114
ENST00000265109.7	176391	33	45000	0.20625	1.26731
ENST00000514873.5	151013	60	41761.4	0.193973	1.07974
ENST00000282516.12	189655	200	90000	0.0470588	1.33421
ENST00000448238.2	187401	200	90000	0.0470588	1.33421
ENST00000425232.6	143201	48	28201.5	0.222018	0.783543
ENST00000510711.5	104703	200	49609.2	0.269351	0.947286
ENST00000357387.7	136490	75	50000	0.272222	1.22647
ENST00000196371.9	140455	81	45000	0.28125	1.1
ENST00000512996.6	102288	107	18241.3	0.173436	0.64768
ENST00000503561.7	174450	34	70000	0.3	1.24
ENST00000506765.1	122664	200	55000	0.16	1.13077
ENST00000510591.6	255000	95	55662.5	0.0633925	1.22174
ENST00000502271.5	255000	79	53184.3	0.0443477	1.22073
ENST00000230640.9	117822	46	40000	0.1	1.14667
ENST00000509667.5	93046	37	55000	0.17	0.6
ENST00000453022.6	102506	146	40000	0.192857	0.85
ENST00000502658.1	207692	154	90000	0.182353	1.23478
ENST00000252744.5	213898	67	115000	0.3	1.1
ENST00000381070.7	249834	16	34004.1	0.117274	0.871337
ENST00000380985.9	107088	77	40000	0.15	1.03077
ENST00000506539.5	71392	200	34996.9	0.0916528	1.20705
ENST00000284037.9	156075	33	80000	0.253333	1.26667
ENST00000509848.5	126782	79	30000	0.52	1.13684
ENST00000274361.3	168582	13	10000	0.15	0.964516
ENST00000261415.11	137472	29	65000	0.1625	1.29643
ENST00000241436.8	89389	108	50000	0.122222	1.39286
ENST00000274364.10	255000	18	75000	0.275	1.35972
ENST00000519295.5	255000	41	61734.4	0.207988	1.13548
ENST00000255194.10	255000	90	48982	0.151267	1.09139
ENST00000621999.4	118489	200	57242.6	0.0772343	0.873743
ENST00000503686.5	138618	43	28096.4	0.206207	1.02885
ENST00000380345.6	163609	49	27242.8	0.195375	1.03689
ENST00000334082.10	141582	200	68278.9	0.22973	1.01383
ENST00000509193.5	144369	200	35000	0.15	0.916667
ENST00000503483.6	97402	27	45000	0.1125	0.75
ENST00000512098.5	255000	38	55000	0.3	1.39
ENST00000514493.5	255000	31	55000	0.29	1.45375
ENST00000542685.5	233513	48	37506.7	0.157794	1.07079
ENST00000511817.1	255000	121	35947.1	0.132988	1.07113
ENST00000274341.8	83809	31	40000	0.1	2.19443e-113
ENST00000274376.10	123040	151	36056.1	0.150904	1.02525
ENST00000456692.6	122999	95	40000	0.278571	1.03125
ENST00000395965.7	255000	58	57894	0.163922	1.09119
ENST00000231368.9	102052	15	45000	0.1	1.32273
ENST00000512073.1	110928	52	60000	0.213636	0.965
ENST00000359660.9	255000	114	47024	0.23258	0.944705
ENST00000542267.5	255000	66	47904.9	0.220147	0.943067
ENST00000504143.6	255000	46	69004.7	0.257034	0.963995
ENST00000502752.1	94035	130	60000	0.254545	0.55
ENST00000261483.4	177813	43	50000	0.261111	1.234
ENST00000504090.1	140767	62	35000	0.316667	0.666667
ENST00000261486.5	255000	53	45000	0.2	1.10952
ENST00000507379.5	131533	27	55000	0.085	1.11333
ENST00000264773.7	134179	155	75000	0.0535714	0.954545
ENST00000515539.5	207184	36	37075.4	0.0492634	1.00444
ENST00000304058.8	150899	155	45939.5	0.0137691	0.806611
ENST00000510708.5	149005	69	50000	0.0777778	0.810526
ENST00000511130.6	102196	97	60000	0.0590909	1.0875
ENST00000501173.6	116527	200	40000	0.25	0.516667
ENST00000262461.6	105923	65	35000	0.2	0.967857
ENST00000343225.4	104595	75	35000	0.208333	0.938462
ENST00000508989.5	209523	17	30000	0.07	1.22286
ENST00000502468.5	96226	32	30000	0.06	0.903846
ENST00000305031.4	255000	30	100000	0.307895	0.983871
ENST00000506419.5	95597	40	66168.1	0.124255	0.698863
ENST00000505065.1	130568	10	85000	0.153125	1.27778
ENST00000307968.11	155208	69	65000	0.0625	1.2
ENST00000615660.4	155349	182	70000	0.103846	1.22941
ENST00000507002.5	147352	119	26846	0.221827	0.906901
ENST00000297183.10	137605	200	45000	0.04375	0.947222
ENST00000394722.7	70557	128	40000	0.0285714	0.9
ENST00000378004.7	255000	24	105000	0.17	1.455
ENST00000521769.5	80031	36	70000	0.1	8.78985e-31
ENST00000517395.5	106602	39	85000	0.11875	0.55
ENST00000523291.5	86161	36	20000	0.183333	0.988462
ENST00000347982.8	161534	87	42137	0.255699	0.914232
ENST00000380815.4	255000	63	90000	0.285294	1.11818
ENST00000530346.5	153254	38	25000	0.3125	0.826
ENST00000534468.1	121461	52	30000	0.42	0.916667
ENST00000397588.7	177822	140	105000	0.05	1.325
ENST00000472453.5	178069	142	105000	0.05	1.32857
ENST00000330636.8	158347	92	22707.2	0.188222	0.743934
ENST00000324331.10	255000	34	56855.4	0.175197	0.978654
ENST00000274680.8	255000	93	65000	0.241667	1.00132
ENST00000489819.5	105138	48	25000	0.375	0.60625
ENST00000283141.10	87479	93	25000	0.4625	0.970833
ENST00000491710.5	111396	160	40000	0.0928571	0.707143
ENST00000379287.3	129726	200	35000	0.333333	0.669444
ENST00000341776.6	255000	27	120000	0.186957	1.25556
ENST00000506844.1	138936	121	55000	0.145	0.83125
ENST00000244769.8	255000	57	75000	0.278571	1.19444
ENST00000262077.2	91350	200	45014.8	0.0938819	1.128
ENST00000537253.5	91800	200	45020.7	0.0876616	1.117
ENST00000324607.7	110255	68	35000	0.183333	0.893333
ENST00000329474.6	255000	28	125000	0.170833	1.40577
ENST00000374023.7	109560	123	60000	0.05	1.05
ENST00000374026.7	109572	123	60000	0.05	1.06111
ENST00000539068.5	115331	200	54999.9	0.179998	1.27083
ENST00000474522.5	255000	41	100000	0.160526	1.17742
ENST00000274867.8	112503	57	17571.2	0.378322	0.954725
ENST00000538976.5	111881	6	10000	0.15	0.8925
ENST00000541110.5	227121	11	19399.1	0.190984	1.05787
ENST00000372899.5	129443	22	50000	0.0888889	1.25
ENST00000459689.1	126469	71	55000	0.28	1.17857
ENST00000371459.5	255000	64	35947.1	0.0803555	1.00553
ENST00000359314.5	149475	200	70000	0.0884614	1.27667
ENST00000487251.5	110866	9	80000	0.0466667	1.05833
ENST00000370888.5	129142	8	80000	0.0433333	1.29444
ENST00000306858.7	95252	21	20000	0.0666667	0.783333
ENST00000449297.6	255000	10	73814.2	0.191748	0.633631
ENST00000370598.5	255000	30	27788.5	0.177005	1.02643
ENST00000361499.7	147082	68	27157.4	0.190284	0.861605
ENST00000316999.9	193391	200	79977.4	0.0765939	0.977138
ENST00000619054.4	193482	87	80000	0.0866667	0.913636
ENST00000517433.5	218337	60	60000	0.0818182	0.958065
ENST00000422508.6	132532	19	18240.1	0.23572	0.940669
ENST00000287097.5	132210	24	17706.4	0.2713	0.915482
ENST00000370010.6	114396	86	45000	0.13125	1.05
ENST00000369981.7	170346	61	55000	0.13	1.34783
ENST00000369977.7	167281	62	55000	0.125	1.35
ENST00000275034.4	142370	132	55000	0.22	1.18235
ENST00000320393.8	239624	38	52919.5	0.179587	1.13628
ENST00000369705.3	220683	33	28178.7	0.246998	1.03755
ENST00000369577.7	108648	200	69940.1	0.157423	1.28429
ENST00000496806.2	105025	200	69940.1	0.161273	1.28429
ENST00000369475.7	255000	200	37829.7	0.104017	1.01227
ENST00000369303.8	179507	44	50000	0.133333	0.858
ENST00000369261.8	216026	11	28310.1	0.150149	1.13423
ENST00000369251.6	136009	49	22253.5	0.150815	0.662086
ENST00000369244.6	79389	200	35008.4	0.200196	1.26258
ENST00000345080.4	126285	40	25000	0.225	0.905
ENST00000369110.7	125520	20	35000	0.141667	1.08611
ENST00000343245.7	140942	200	64999.7	0.20833	1.07333
ENST00000369037.8	255000	109	62564.1	0.255234	1.02662
ENST00000317357.9	170210	112	29718.1	0.0850601	0.680041
ENST00000368972.7	126057	200	60000.1	0.34091	0.815384
ENST00000436639.6	108383	72	65000	0.229167	0.45625
ENST00000230124.7	134117	200	41540.8	0.126333	0.908709
ENST00000359451.6	80186	200	35000	0.216667	0.622222
ENST00000413605.6	205232	13	39362.2	0.206347	1.07258
ENST00000612036.4	90204	200	44632.3	0.160296	0.61491
ENST00000368851.9	135443	119	50000	0.261111	0.876471
ENST00000368802.7	184181	123	36203.7	0.202002	1.04973
ENST00000358835.7	184664	94	45000	0.30625	1.0537
ENST00000440395.1	91939	154	63527.6	0.31533	0.691077
ENST00000520518.5	170015	34	55000	0.185	1.19348
ENST00000368682.7	212736	83	60000	0.245455	1.27167
ENST00000419517.2	160226	200	80235.2	0.0840107	1.31862
ENST00000521531.5	118270	154	50000	0.205556	0.919231
ENST00000621231.4	118819	147	50000	0.194444	0.919231
ENST00000368468.3	172553	79	26586.5	0.190914	0.872504
ENST00000275159.10	254194	52	31319.8	0.110065	1.12997
ENST00000368416.5	255000	156	50920.6	0.195857	0.817114
ENST00000521654.6	130089	76	40000	0.128571	0.908333
ENST00000368215.7	255000	44	43295.9	0.181782	0.908289
ENST00000368226.8	255000	43	47023.9	0.190653	0.901489
ENST00000368149.2	134094	200	60000	0.245455	1.40714
ENST00000530707.1	106445	23	75000	0.1	0.466667
ENST00000431975.6	147870	179	31053.9	0.120743	0.907045
ENST00000541650.5	147796	75	32831.9	0.1814	0.904458
ENST00000414305.5	118958	62	30000	0.33	0.644118
ENST00000265602.10	212481	35	43210.4	0.137808	0.933717
ENST00000359015.4	235472	30	50000	0.277778	1.14459
ENST00000251691.4	182743	58	50000	0.15	1.11154
ENST00000367663.8	82916	200	45000	0.01875	0.935714
ENST00000258062.9	83392	200	45000	0.025	0.928571
ENST00000367604.6	194888	34	28343.8	0.256813	0.884624
ENST00000275235.8	255000	102	55000	0.115	0.81375
ENST00000433557.1	117484	98	50000	0.233333	0.657692
ENST00000638554.1	109971	58	25000	0.275	0.575
ENST00000566741.1	228322	38	100000	0.342105	0.846
ENST00000367467.7	209458	135	80000	0.3	1.32
ENST00000367463.4	255000	172	76248.5	0.213146	1.30104
ENST00000618312.4	235553	44	34407.1	0.390096	0.898728
ENST00000607772.5	123156	69	70000	0.188462	1.195
ENST00000367178.7	100736	92	60000	0.131818	1.025
ENST00000392185.7	121814	200	60055.2	0.064024	1.2424
ENST00000620026.1	80427	133	63482.4	0.333283	1.30217
ENST00000356956.5	142406	33	50000	0.0444444	1.20556
ENST00000366911.9	144047	26	18907.5	0.29441	0.91381
ENST00000338468.7	255000	30	25000	0.325	0.847826
ENST00000366896.5	255000	25	24207.5	0.306761	0.843216
ENST00000544266.1	86336	200	30783.2	0.15342	0.526485
ENST00000361758.8	159801	62	80000	0.15	1.01
ENST00000275262.11	155503	80	65000	0.0666667	0.936111
ENST00000366882.5	255000	106	51552.8	0.282788	1.0572
ENST00000366806.6	142598	200	65000	0.0791667	1.36667
ENST00000403562.5	177909	7	10000	0.05	0.94697
ENST00000275364.7	116213	200	60000	0.154545	0.986364
ENST00000328914.4	89135	200	42110.6	0.156433	1.01295
ENST00000350796.7	110869	97	78359.9	0.05687	1.48002
ENST00000482067.3	255000	24	67744.2	0.102467	1.13118
ENST00000396675.7	148744	44	25000	0.3875	1.03542
ENST00000265577.11	148952	36	25000	0.325	1.03333
ENST00000403050.7	129784	68	40000	0.142857	0.955882
ENST00000490957.5	89166	200	40000	0.135714	0.888889
ENST00000482558.5	72150	49	50000	0.0333333	0.7875
ENST00000222584.7	86789	73	30000	0.2	0.831818
ENST00000440481.5	72862	200	35002.5	0.0250309	1.2072
ENST00000409761.5	114218	60	50000	0.0166667	0.575
ENST00000430180.5	92048	38	50000	0.0166667	0.425
ENST00000313367.6	183650	200	90403.1	0.0977807	1.38006
ENST00000396319.6	89075	200	42111.7	0.0305434	1.0811
ENST00000396276.7	150867	30	23731.5	0.262951	0.901448
ENST00000265299.6	120971	18	65000	0.291667	0.895455
ENST00000297161.6	250962	33	17095.7	0.176812	0.752933
ENST00000534978.1	146458	128	50000	0.188889	0.963158
ENST00000613626.4	118987	72	50000	0.105556	1.01154
ENST00000395925.7	255000	114	130000	0.432	1.392
ENST00000451651.5	83178	34	65000	0.204167	0.6
ENST00000438444.5	98566	128	72274.8	0.233796	1.29906
ENST00000355451.7	111760	44	35000	0.141667	0.93
ENST00000297323.11	148595	32	18957.4	0.355943	0.890825
ENST00000621543.1	89787	16	10000	0.1	0.776667
ENST00000428648.5	101255	200	54999.9	0.0749999	1.38333
ENST00000406775.6	255000	174	115000	0.104545	1.13393
ENST00000455841.6	148635	37	22500	0.192857	0.980612
ENST00000424337.6	148493	79	27157.4	0.282142	0.992837
ENST00000334955.12	86580	200	42110.6	0.237272	0.797276
ENST00000445288.5	82532	200	39945.2	0.249927	0.780587
ENST00000354212.8	255000	23	60000	0.204545	0.879487
ENST00000411788.5	91000	39	17039.8	0.233884	0.609018
ENST00000265361.7	176814	41	25000	0.4125	0.895
ENST00000356253.9	255000	37	48441.2	0.137814	0.921109
ENST00000333891.13	255000	12	25000	0.15	1.07826
ENST00000423294.5	167792	200	110000	0.176191	1.59999
ENST00000493037.5	202003	61	43063.1	0.181775	1.05349
ENST00000394654.3	201900	137	41378.2	0.183172	1.05494
ENST00000398203.7	246853	55	40000	0.257143	1.05488
ENST00000380050.7	255000	102	80000	0.23	1.00571
ENST00000358100.6	149522	93	55000	0.185	1.21944
ENST00000265742.7	155151	98	60000	0.309091	1.15263
ENST00000424848.2	221455	200	55000.7	0.0550074	0.906062
ENST00000433881.5	255000	144	100000	0.194737	1.16129
ENST00000361368.6	116582	55	70000	0.111538	1.2
ENST00000478915.1	115924	52	21117.9	0.437334	0.542714
ENST00000419735.7	255000	7	10000	6.69339e-58	0.734694
ENST00000476846.5	255000	22	95000	0.0888889	1.31719
ENST00000428084.5	255000	11	95000	0.0916667	1.31719
ENST00000361822.7	136509	200	65412.4	0.0916807	1.58737
ENST00000450657.1	123774	76	65000	0.0875	1.62727
ENST00000485446.1	116946	44	51069.4	0.292578	0.606456
ENST00000297145.8	120770	117	25881.4	0.174636	0.630623
ENST00000441290.6	255000	141	27788.5	0.0854436	0.753936
ENST00000318493.10	123938	200	65000	0.304167	0.977273
ENST00000449022.6	255000	21	30000	0.26	1.01333
ENST00000313070.11	255000	60	22630.9	0.134299	1.00974
ENST00000453342.5	214646	13	69213.4	0.315355	0.481225
ENST00000354725.7	255000	46	75000	0.185714	0.981944
ENST00000471166.1	97661	77	55000	0.26	1.35
ENST00000330992.8	121919	69	33185.4	0.425753	0.633534
ENST00000425248.5	162511	46	32641.7	0.391281	0.857301
ENST00000431189.1	162370	40	70000	0.353846	0.883333
ENST00000458153.5	160066	96	85000	0.10625	1.48
ENST00000491203.5	87473	200	42110.9	0.0592789	0.549093
ENST00000315544.6	123058	91	50000	0.122222	0.857143
ENST00000616381.4	126847	135	45000	0.14375	1.10938
ENST00000456390.5	117801	134	50000	0.188889	1.10385
ENST00000415680.6	125151	200	60000	0.0590909	1.23462
ENST00000497516.5	109804	200	53072.6	0.0323939	1.23139
ENST00000422774.1	143794	39	55000	0.265	1.12647
ENST00000428878.6	205150	24	60000	0.122727	1.00517
ENST00000497784.1	190062	164	85000	0.0875	1.38333
ENST00000288602.10	190286	159	85000	0.0875	1.36905
ENST00000602748.5	102381	37	40000	0.05	0.904167
ENST00000325222.8	102125	48	40000	0.0571429	0.908333
ENST00000430044.6	96655	77	60000	0.136364	1.01429
ENST00000423337.5	77377	78	55000	0.115	0.5
ENST00000397282.2	95162	45	50000	2.73408e-17	0.905556
ENST00000461469.5	128877	200	62244.6	0.0914413	1.07585
ENST00000275418.11	95862	200	44999.9	0.162499	1.34
ENST00000344683.9	241913	75	75000	0.203571	0.689394
ENST00000276282.6	110292	53	65000	0.145833	1.1
ENST00000310430.10	226433	7	105000	0.115	1.375
ENST00000518255.5	255000	55	80000	0.283333	0.998571
ENST00000382020.8	226427	125	95000	0.0888889	1.48269
ENST00000503731.5	224177	147	95000	0.0916667	1.5
ENST00000318063.9	95407	200	45000	0.15625	1.23
ENST00000517317.5	99923	200	45000	0.13125	1.36
ENST00000381869.5	157123	106	60000	0.240909	1.17632
ENST00000325083.12	105129	100	27104.5	0.171407	0.939864
ENST00000519253.5	104776	65	30000	0.25	0.960714
ENST00000327040.12	255000	141	76248.5	0.10262	1.09615
ENST00000410074.5	86499	57	40000	0.328571	0.65
ENST00000276440.11	230852	19	65000	0.283333	1.25
ENST00000520164.5	203668	16	23855.3	0.237455	1.1313
ENST00000522338.5	86161	7	10000	6.82582e-196	0.88
ENST00000523436.5	96103	20	20000	0.1	0.793333
ENST00000416984.6	122582	18	18650.5	0.0985421	0.889544
ENST00000287701.14	162341	76	55000	0.18	1.00952
ENST00000560269.1	79512	200	40000	0.0714286	0.485714
ENST00000523968.1	112766	17	35000	0.0333333	1.03
ENST00000298139.5	139969	58	40000	0.164286	1.01053
ENST00000379917.7	108119	200	55000	0.155	0.855
ENST00000265713.6	122509	116	70000	0.0769231	1.315
ENST00000527306.1	101211	88	40000	0.2	0.866667
ENST00000524006.5	255000	42	47023.9	0.250142	1.0265
ENST00000314191.6	187076	38	28804.8	0.222385	1.00487
ENST00000429861.5	74882	36	57683.8	0.169679	0.512387
ENST00000423902.6	189251	50	75000	0.132143	1.27273
ENST00000401827.7	124443	200	60015.8	0.304602	1.19602
ENST00000262215.7	146029	48	35000	0.266667	1.00227
ENST00000518698.5	255000	33	40000	0.164286	1.06163
ENST00000523686.5	116789	7	35000	0.05	1.04688
ENST00000303824.11	164422	76	40000	0.492857	1.09375
ENST00000388741.6	164009	43	30000	0.35	1.05
ENST00000523207.1	255000	47	29588.1	0.528945	0.984838
ENST00000522962.5	93321	90	25000	0.3375	0.857692
ENST00000494318.5	119221	60	30000	0.48	0.935294
ENST00000519303.6	133894	200	45000.2	0.0375019	0.688236
ENST00000520795.5	118105	143	45000	0.03125	0.642857
ENST00000544227.5	255000	29	53516.9	0.249079	1.12871
ENST00000524190.1	129030	182	84551.2	0.336865	0.585974
ENST00000521649.5	245951	93	90000	0.144118	1.22903
ENST00000355155.5	196522	13	50000	0.0444444	1.11552
ENST00000441350.2	108489	23	50000	0.0444444	1.02273
ENST00000220959.8	158954	39	40000	0.2	1.1413
ENST00000520539.5	159830	35	40000	0.2	1.13696
ENST00000519675.1	84752	41	65000	0.0583333	0.366667
ENST00000424843.6	99794	86	65000	0.0583333	0.925
ENST00000521923.5	255000	9	240000	0.0542553	1.35
ENST00000435082.1	94194	35	35000	0.0416667	0.777273
ENST00000519607.5	91444	88	55000	0.03	1.16429
ENST00000220888.9	255000	51	57806.5	0.248302	1.03522
ENST00000518949.5	106979	46	75000	0.0857143	0.616667
ENST00000276682.8	121423	200	90000	0.105882	0.766666
ENST00000437196.1	255000	28	85000	0.2125	0.945588
ENST00000378204.6	255000	200	85002.5	0.206261	0.939712
ENST00000629661.1	236664	14	96897.7	0.435266	0.224471
ENST00000445741.5	255000	22	30000	0.46	1.15111
ENST00000314393.5	193119	41	35000	0.375	1.06774
ENST00000518146.5	90393	200	45000	0.23125	0.894444
ENST00000504719.6	96443	78	55000	0.12	0.4125
ENST00000523427.1	96378	32	60000	0.136364	0.414286
ENST00000399640.3	117093	63	35000	0.341667	1.06875
ENST00000523399.5	234570	200	55019	0.205188	1.1229
ENST00000523243.5	235258	60	55000	0.19	1.09722
ENST00000355849.9	190154	117	85000	0.046875	1.14762
ENST00000520892.5	121497	200	65000	0.0708333	0.795455
ENST00000524325.5	191161	33	25000	0.325	0.616667
ENST00000262577.5	103799	50	25000	0.325	1.03667
ENST00000382297.6	241390	75	36604.4	0.222845	1.01874
ENST00000357248.8	178435	39	30000	0.22	0.97069
ENST00000382004.7	255000	104	41317.8	0.211259	0.925803
ENST00000449190.5	195688	40	45000	0.25625	0.761667
ENST00000251879.10	140650	197	75000	0.110714	1.45
ENST00000414202.6	147439	200	75000	0.110714	1.46071
ENST00000640592.1	87165	67	30000	0.12	1.2
ENST00000321612.7	113320	15	30000	0.04	1.14688
ENST00000438023.5	255000	6	50000	0.0555556	1.07439
ENST00000381306.7	255000	7	50000	0.0555556	1.07317
ENST00000397579.6	226980	75	41954.1	0.165554	1.19031
ENST00000380701.7	255000	11	77569.1	0.308307	0.960241
ENST00000380647.7	255000	50	95000	0.227778	1.1625
ENST00000380641.4	167012	156	90000	0.229412	1.09
ENST00000434457.6	142164	16	60000	0.122727	1.28125
ENST00000630269.2	255000	200	64226.5	0.219549	1.15974
ENST00000380338.8	255000	65	67186.8	0.234167	1.16173
ENST00000263228.3	102838	42	82644.4	0.25	0.768563
ENST00000378496.8	241951	122	71303	0.187203	1.19201
ENST00000626154.2	104488	52	30000	0.22	1.03929
ENST00000540557.1	255000	137	85000	0.33125	0.863235
ENST00000377707.3	150078	200	75000	0.260714	1.14333
ENST00000361138.6	95927	60	40000	0.0571429	1.14091
ENST00000376896.7	195813	22	34381.3	0.238247	0.916767
ENST00000361255.7	164853	9	29096.9	2.14542e-43	0.99883
ENST00000545128.5	255000	52	55000	0.255	1.2975
ENST00000376752.8	255000	53	55000	0.255	1.3
ENST00000357409.9	207658	19	45000	0.075	1.31094
ENST00000286548.8	255000	52	48441.2	0.193941	1.08117
ENST00000376544.7	155110	200	69994.8	0.173055	1.14996
ENST00000470872.5	152769	200	69999.5	0.180766	1.13125
ENST00000376499.7	105623	52	45000	0.10625	0.925
ENST00000376083.7	195280	68	65000	0.0833333	1.10769
ENST00000337006.8	195490	125	75000	0.160714	1.14167
ENST00000472344.1	140873	200	60000	0.181818	0.9125
ENST00000375859.3	90276	42	60000	0.122727	0.975
ENST00000375751.8	96763	200	19583.9	0.0834341	0.928624
ENST00000375747.5	96623	46	25000	0.225	0.953571
ENST00000277165.10	114386	200	50000	0.133333	1.16667
ENST00000446420.2	80206	200	40014.6	0.0286847	0.762669
ENST00000297979.9	255000	31	39512.4	0.384806	0.864177
ENST00000636777.1	255000	162	60439.8	0.313925	0.899958
ENST00000288985.11	93140	200	44577.9	0.157301	1.18939
ENST00000466840.5	91018	135	40000	0.114286	1.14
ENST00000375206.6	138791	62	35000	0.291667	0.975
ENST00000262455.6	119862	161	65000	0.0875	1.02
ENST00000262457.6	201745	34	45000	0.2125	1.2629
ENST00000466647.5	126911	66	45000	0.20625	1.17187
ENST00000374720.7	152725	181	45939.5	0.124835	1.23139
ENST00000374586.7	104794	62	40000	0.0642857	1.07083
ENST00000374530.7	255000	19	28125.6	0.0501239	0.898475
ENST00000602447.5	75109	96	45000	0.0125	0.541667
ENST00000467434.5	79416	109	30000	0.24	0.966667
ENST00000481558.1	154501	134	80000	0.29	1.3
ENST00000362057.3	102890	79	72926.8	0.260413	0.98108
ENST00000288520.9	255000	37	30000	0.23	1.05
ENST00000473282.6	190810	85	42890.4	0.240203	1.08524
