id	len	rounds	transition	density1	density2
ENST00000394706.7	255000	7	10000	0.45	1.3398
ENST00000394708.6	255000	7	10000	0.45	1.32959
ENST00000503862.5	83524	4	10000	0.45	1.54286
ENST00000399127.5	255000	4	10000	1.1	1.07551
ENST00000504968.6	105975	6	10000	0.1	1.38158
ENST00000265175.5	107082	5	10000	0.1	1.38947
ENST00000296402.9	255000	3	10000	1.25	1.55408
ENST00000280551.10	113316	4	10000	0.35	1.4675
ENST00000394439.5	133688	3	10000	1.05	1.66458
ENST00000264501.8	210420	5	10000	0.35	1.31125
ENST00000274008.4	255000	3	10000	0.65	1.10102
ENST00000326639.10	150721	9	10000	0.65	1.29464
ENST00000281142.9	209615	56	18690.8	0.506105	1.1745
ENST00000442267.2	135356	10	10000	0.45	1.338
ENST00000515673.6	255000	18	20000	0.35	1.53085
ENST00000507462.5	134598	3	10000	0.55	1.23333
ENST00000262995.8	137807	4	10000	0.45	1.414
ENST00000507030.5	255000	3	10000	0.9	1.37041
ENST00000432059.6	255000	3	10000	0.75	1.38265
ENST00000336498.7	255000	5	10000	0.5	1.33367
ENST00000512865.5	255000	6	10000	0.15	1.57551
ENST00000411937.6	178450	4	10000	0.55	1.29091
ENST00000510413.5	255000	36	19481.8	0.65116	1.27515
ENST00000357115.7	255000	48	24284.5	0.762942	1.26796
ENST00000511501.5	125425	31	20000	0.333333	1.45
ENST00000604872.5	124081	6	10000	0.5	1.325
ENST00000281708.8	214843	5	10000	0.35	1.31
ENST00000353617.6	131973	5	10000	0.4	1.11875
ENST00000409663.7	170366	6	10000	0.4	1.425
ENST00000409959.7	170363	6	10000	0.4	1.42656
ENST00000502773.5	210941	4	10000	0.3	1.45
ENST00000505478.5	210591	4	10000	0.35	1.5325
ENST00000504560.5	119199	3	10000	0.9	1.70238
ENST00000513213.5	157219	3	10000	0.7	1.71724
ENST00000511092.5	76513	66	20000	0.5	1.25909
ENST00000265000.8	155215	53	19044.7	0.559189	1.61558
ENST00000280190.8	114179	3	10000	1.5	1.5875
ENST00000403733.7	221485	33	25000	0.425	1.34103
ENST00000448232.6	218943	35	25000	0.4375	1.33158
ENST00000504273.5	159735	7	10000	0.15	1.26207
ENST00000614102.4	136039	42	20000	0.5	1.32609
ENST00000512070.6	255000	44	24361.9	0.473906	1.22735
ENST00000513115.1	102857	26	15000	0.3	1.41765
ENST00000284268.6	166975	19	15000	0.2	1.37333
ENST00000502436.5	155205	61	18164	0.259342	1.36357
ENST00000274203.13	255000	28	19481.8	0.330318	1.32884
ENST00000511367.6	131565	3	10000	0.75	1.07917
ENST00000265109.7	176391	4	10000	1.1	1.29848
ENST00000514873.5	151013	6	10000	1.4	1.24464
ENST00000282516.12	189655	45	18520.6	0.289821	1.30395
ENST00000448238.2	187401	59	17841.3	0.257544	1.29633
ENST00000425232.6	143201	6	10000	0.85	1.17692
ENST00000510711.5	104703	6	10000	1.05	1.23889
ENST00000357387.7	136490	5	10000	1.05	1.276
ENST00000196371.9	140455	4	10000	0.75	1.23269
ENST00000512996.6	102288	3	10000	1.15	1.25833
ENST00000503561.7	174450	5	10000	1.05	1.33281
ENST00000506765.1	122664	28	18650.5	0.4218	1.16668
ENST00000510591.6	255000	40	24361.9	0.478578	1.38305
ENST00000502271.5	255000	39	24361.9	0.467314	1.39809
ENST00000230640.9	117822	5	10000	0.15	1.07381
ENST00000509667.5	93046	31	20000	0.85	1.53571
ENST00000453022.6	102506	6	10000	0.25	1.09167
ENST00000502658.1	207692	39	25000	0.3875	1.24722
ENST00000252744.5	213898	30	25000	0.5	1.22162
ENST00000381070.7	249834	3	10000	0.4	1.23511
ENST00000380985.9	107088	46	18364.5	0.525525	1.12802
ENST00000506539.5	71392	103	16858.8	0.475943	1.21574
ENST00000284037.9	156075	14	15000	0.15	1.35893
ENST00000509848.5	126782	55	20000	0.9	1.35
ENST00000274361.3	168582	29	20000	0.733333	1.29828
ENST00000261415.11	137472	5	10000	0.05	1.298
ENST00000241436.8	89389	8	10000	0.15	1.27333
ENST00000274364.10	255000	3	10000	0.25	1.43265
ENST00000519295.5	255000	4	10000	0.45	1.38061
ENST00000255194.10	255000	4	10000	0.4	1.38878
ENST00000621999.4	118489	9	10000	0.2	1.34286
ENST00000503686.5	138618	20	13994.9	0.839109	1.49748
ENST00000380345.6	163609	19	15000	0.8	1.46724
ENST00000334082.10	141582	3	10000	0.4	1.325
ENST00000509193.5	144369	11	15000	0.225	1.39
ENST00000503483.6	97402	7	10000	0.9	1.15
ENST00000512098.5	255000	5	10000	1.1	1.61735
ENST00000514493.5	255000	4	10000	0.7	1.63673
ENST00000542685.5	233513	39	20000	0.7	1.10476
ENST00000511817.1	255000	12	14390.8	0.5	1.12861
ENST00000274341.8	83809	31	40000	0.1	2.19443e-113
ENST00000274376.10	123040	7	10000	0.7	1.42273
ENST00000456692.6	122999	5	10000	0.75	1.44773
ENST00000395965.7	255000	6	10000	0.5	1.12143
ENST00000231368.9	102052	3	10000	0.7	1.50833
ENST00000512073.1	110928	3	10000	0.7	1.5575
ENST00000359660.9	255000	4	10000	0.55	1.31735
ENST00000542267.5	255000	7	10000	0.6	1.31429
ENST00000504143.6	255000	4	10000	1	1.08265
ENST00000502752.1	94035	4	10000	1	1.09688
ENST00000261483.4	177813	5	10000	0.2	1.3697
ENST00000504090.1	140767	8	10000	1.4	1.19615
ENST00000261486.5	255000	4	10000	0.8	1.36122
ENST00000507379.5	131533	9	10000	0.2	1.16875
ENST00000264773.7	134179	3	10000	1.95	1.17292
ENST00000515539.5	207184	3	10000	0.25	1.19231
ENST00000304058.8	150899	24	19002.9	0.617853	0.975963
ENST00000510708.5	149005	32	20000	0.516667	0.974
ENST00000511130.6	102196	76	25000	0.525	1.53333
ENST00000501173.6	116527	35	13608.3	1	0.869319
ENST00000262461.6	105923	51	20000	0.666667	1.36471
ENST00000343225.4	104595	9	10000	0.55	1.30833
ENST00000508989.5	209523	5	10000	1.25	1.55769
ENST00000502468.5	96226	4	10000	1.1	1.6
ENST00000305031.4	255000	3	10000	0.85	1.50408
ENST00000506419.5	95597	6	10000	0.15	1.26471
ENST00000505065.1	130568	7	10000	0.2	1.24583
ENST00000307968.11	155208	7	10000	0.5	1.11897
ENST00000615660.4	155349	8	10000	0.5	1.12241
ENST00000507002.5	147352	3	10000	0.75	1.18889
ENST00000297183.10	137605	6	10000	0.3	1.15
ENST00000394722.7	70557	6	10000	0.35	1.18333
ENST00000378004.7	255000	42	18984	0.492164	1.51099
ENST00000521769.5	80031	36	70000	0.1	8.78985e-31
ENST00000517395.5	106602	6	10000	0.45	1.34474
ENST00000523291.5	86161	3	10000	1	1.30333
ENST00000347982.8	161534	3	10000	0.85	1.11667
ENST00000380815.4	255000	5	10000	0.1	1.37755
ENST00000530346.5	153254	3	10000	0.75	1.08036
ENST00000534468.1	121461	4	10000	0.75	1.11818
ENST00000397588.7	177822	20	20000	0.216667	1.31129
ENST00000472453.5	178069	19	20000	0.216667	1.31129
ENST00000330636.8	158347	5	10000	1.1	0.936207
ENST00000324331.10	255000	6	10000	0.5	1.26122
ENST00000274680.8	255000	4	10000	0.55	1.27551
ENST00000489819.5	105138	23	15000	0.3	1.15833
ENST00000283141.10	87479	3	10000	0.55	1.13667
ENST00000491710.5	111396	5	10000	0.45	1.605
ENST00000379287.3	129726	5	10000	0.4	1.27826
ENST00000341776.6	255000	24	20000	0.5	1.4266
ENST00000506844.1	138936	5	10000	1.05	1.118
ENST00000244769.8	255000	4	10000	1.05	1.36327
ENST00000262077.2	91350	8	10000	0.15	1.13125
ENST00000537253.5	91800	9	10000	0.15	1.13437
ENST00000324607.7	110255	4	10000	0.15	1.3
ENST00000329474.6	255000	32	24361.9	0.588465	1.24917
ENST00000374023.7	109560	4	10000	0.1	1.33158
ENST00000374026.7	109572	3	10000	0.1	1.33158
ENST00000539068.5	115331	7	10000	0.45	1.26429
ENST00000474522.5	255000	7	10000	0.2	1.28061
ENST00000274867.8	112503	4	10000	1.05	0.9525
ENST00000538976.5	111881	4	10000	1.05	0.9475
ENST00000541110.5	227121	25	20000	0.966667	1.39512
ENST00000372899.5	129443	5	10000	0.5	1.37609
ENST00000459689.1	126469	6	10000	0.5	1.53478
ENST00000371459.5	255000	3	10000	0.5	1.38673
ENST00000359314.5	149475	46	25000	0.4375	1.32083
ENST00000487251.5	110866	40	20000	0.316667	1.67778
ENST00000370888.5	129142	14	15000	0.075	1.625
ENST00000306858.7	95252	3	10000	1.05	1.46176
ENST00000449297.6	255000	31	30000	0.54	1.43
ENST00000370598.5	255000	3	10000	1.35	1.36122
ENST00000361499.7	147082	3	10000	0.65	1.28704
ENST00000316999.9	193391	28	19261.9	0.346829	1.2903
ENST00000619054.4	193482	36	18567.1	0.339328	1.32936
ENST00000517433.5	218337	12	10000	0.7	0.904878
ENST00000422508.6	132532	4	10000	1.1	0.979167
ENST00000287097.5	132210	3	10000	1.1	0.983333
ENST00000370010.6	114396	6	10000	0.2	1.11
ENST00000369981.7	170346	3	10000	0.35	1.44687
ENST00000369977.7	167281	3	10000	0.3	1.43548
ENST00000275034.4	142370	3	10000	1	1.19423
ENST00000320393.8	239624	46	18884	0.685853	1.33483
ENST00000369705.3	220683	3	10000	0.5	1.26429
ENST00000369577.7	108648	38	20000	0.383333	1.19706
ENST00000496806.2	105025	38	20000	0.4	1.19706
ENST00000369475.7	255000	7	10000	0.1	1.14184
ENST00000369303.8	179507	5	10000	0.5	1.52879
ENST00000369261.8	216026	6	10000	0.55	1.47439
ENST00000369251.6	136009	5	10000	1.1	1.258
ENST00000369244.6	79389	4	10000	0.25	1.33077
ENST00000345080.4	126285	3	10000	0.75	1.24783
ENST00000369110.7	125520	3	10000	0.2	1.26304
ENST00000343245.7	140942	5	10000	0.15	1.27692
ENST00000369037.8	255000	4	10000	0.55	1.23673
ENST00000317357.9	170210	4	10000	0.6	1.22344
ENST00000368972.7	126057	4	10000	0.25	1.00435
ENST00000436639.6	108383	3	10000	0.55	1.12895
ENST00000230124.7	134117	4	10000	0.75	1.16667
ENST00000359451.6	80186	6	10000	0.5	1.32857
ENST00000413605.6	205232	31	20000	0.516667	1.53919
ENST00000612036.4	90204	4	10000	0.3	1.13438
ENST00000368851.9	135443	6	10000	0.3	1.238
ENST00000368802.7	184181	6	10000	0.2	1.31029
ENST00000358835.7	184664	6	10000	0.15	1.31765
ENST00000440395.1	91939	4	10000	0.9	1.02813
ENST00000520518.5	170015	8	10000	0.1	1.47188
ENST00000368682.7	212736	10	10000	0.1	1.4425
ENST00000419517.2	160226	27	20000	0.283333	1.30893
ENST00000521531.5	118270	5	10000	0.45	1.42619
ENST00000621231.4	118819	6	10000	0.45	1.42857
ENST00000368468.3	172553	3	10000	0.85	1.4875
ENST00000275159.10	254194	3	10000	0.8	1.2875
ENST00000368416.5	255000	3	10000	0.6	1.3449
ENST00000521654.6	130089	6	10000	0.7	1.29792
ENST00000368215.7	255000	7	10000	0.4	1.31429
ENST00000368226.8	255000	7	10000	0.45	1.32449
ENST00000368149.2	134094	63	17706.4	0.554873	1.22625
ENST00000530707.1	106445	5	10000	0.15	1.15
ENST00000431975.6	147870	5	10000	0.55	0.877778
ENST00000541650.5	147796	6	10000	0.5	0.87037
ENST00000414305.5	118958	63	85795.5	0.399156	0.325292
ENST00000265602.10	212481	3	10000	1.25	1.2975
ENST00000359015.4	235472	3	10000	1.3	1.39222
ENST00000251691.4	182743	5	10000	0.1	1.20441
ENST00000367663.8	82916	50	20000	0.35	1.37917
ENST00000258062.9	83392	49	20000	0.333333	1.37917
ENST00000367604.6	194888	3	10000	0.35	1.43611
ENST00000275235.8	255000	19	19253.4	0.8	1.23585
ENST00000433557.1	117484	3	10000	0.95	1.5619
ENST00000638554.1	109971	4	10000	0.25	0.736842
ENST00000566741.1	228322	3	10000	0.1	1.26163
ENST00000367467.7	209458	38	18690.8	0.448271	1.19352
ENST00000367463.4	255000	3	10000	0.3	1.43163
ENST00000618312.4	235553	3	10000	0.4	1.01111
ENST00000607772.5	123156	64	20000	0.7	1.4525
ENST00000367178.7	100736	4	10000	0.4	1.00833
ENST00000392185.7	121814	41	20000	0.483333	1.26
ENST00000620026.1	80427	4	10000	2.3795e-67	1.18929
ENST00000356956.5	142406	30	20000	0.383333	1.18542
ENST00000366911.9	144047	5	10000	0.85	1.18269
ENST00000338468.7	255000	28	20000	0.866667	1.10851
ENST00000366896.5	255000	7	10000	1.1	1.08265
ENST00000544266.1	86336	75	20000	0.883333	0.630769
ENST00000361758.8	159801	27	20000	0.266667	1.47407
ENST00000275262.11	155503	29	20000	0.3	1.49259
ENST00000366882.5	255000	6	10000	0.55	1.42245
ENST00000366806.6	142598	35	20000	0.4	1.34375
ENST00000403562.5	177909	3	10000	1.35	0.990909
ENST00000275364.7	116213	6	10000	0.75	1.0881
ENST00000328914.4	89135	7	10000	0.4	1.11
ENST00000350796.7	110869	10	10000	0.15	1.3825
ENST00000482067.3	255000	17	25000	0.4125	1.33587
ENST00000396675.7	148744	3	10000	2	1.03704
ENST00000265577.11	148952	3	10000	2	1.01667
ENST00000403050.7	129784	5	10000	0.55	1.14565
ENST00000490957.5	89166	4	10000	0.6	1.05333
ENST00000482558.5	72150	54	20000	0.433333	1.47
ENST00000222584.7	86789	3	10000	0.6	1.03667
ENST00000440481.5	72862	55	20000	0.333333	1.38
ENST00000409761.5	114218	33	20000	0.35	1.625
ENST00000430180.5	92048	44	20000	0.383333	1.66429
ENST00000313367.6	183650	6	10000	5.43426e-88	1.37941
ENST00000396319.6	89075	4	10000	0.25	1.29
ENST00000396276.7	150867	3	10000	0.85	1.51786
ENST00000265299.6	120971	3	10000	0.7	1.11136
ENST00000297161.6	250962	3	10000	1.35	1.20417
ENST00000534978.1	146458	5	10000	0.75	1.02778
ENST00000613626.4	118987	34	20000	0.533333	1.37105
ENST00000395925.7	255000	3	10000	1	1.32653
ENST00000451651.5	83178	5	10000	0.4	1.23929
ENST00000438444.5	98566	3	10000	0.35	1.25
ENST00000355451.7	111760	4	10000	0.5	1.135
ENST00000297323.11	148595	5	10000	0.8	1.30741
ENST00000621543.1	89787	6	10000	0.9	1.30333
ENST00000428648.5	101255	9	10000	0.05	1.25833
ENST00000406775.6	255000	29	19481.8	0.363055	1.43935
ENST00000455841.6	148635	3	10000	0.6	0.927778
ENST00000424337.6	148493	4	10000	0.6	0.927778
ENST00000334955.12	86580	4	10000	0.45	1.20667
ENST00000445288.5	82532	5	10000	0.4	1.19286
ENST00000354212.8	255000	5	10000	1	1.0449
ENST00000411788.5	91000	3	10000	2	1.08125
ENST00000265361.7	176814	3	10000	1.65	1.21061
ENST00000356253.9	255000	3	10000	0.8	1.33061
ENST00000333891.13	255000	3	10000	1.15	1.47449
ENST00000423294.5	167792	57	43313.4	0.619419	1.40129
ENST00000493037.5	202003	3	10000	0.55	1.28553
ENST00000394654.3	201900	16	20000	0.55	1.32917
ENST00000398203.7	246853	3	10000	2	1.4617
ENST00000380050.7	255000	23	15000	0.325	1.21875
ENST00000358100.6	149522	24	18957.4	0.388795	1.31561
ENST00000265742.7	155151	9	10000	0.85	1.21897
ENST00000424848.2	221455	4	10000	0.8	1.29524
ENST00000433881.5	255000	8	10000	0.4	1.08163
ENST00000361368.6	116582	40	18566.7	0.363023	1.13109
ENST00000478915.1	115924	5	10000	0.9	0.92619
ENST00000419735.7	255000	4	10000	0.9	0.947959
ENST00000476846.5	255000	29	19481.8	0.414844	1.52427
ENST00000428084.5	255000	30	20000	0.433333	1.52553
ENST00000361822.7	136509	43	20000	0.55	1.48261
ENST00000450657.1	123774	14	15000	0.3	1.50238
ENST00000485446.1	116946	3	10000	0.65	1.40476
ENST00000297145.8	120770	3	10000	0.75	1.41591
ENST00000441290.6	255000	3	10000	0.45	1.24694
ENST00000318493.10	123938	3	10000	1.15	1.34773
ENST00000449022.6	255000	4	10000	1.4	1.31633
ENST00000313070.11	255000	3	10000	1.05	1.30408
ENST00000453342.5	214646	6	10000	0.95	1.01
ENST00000354725.7	255000	6	10000	0.25	1.08265
ENST00000471166.1	97661	5	10000	1.05	1.11471
ENST00000330992.8	121919	4	10000	1.2	0.811364
ENST00000425248.5	162511	5	10000	1.2	0.88
ENST00000431189.1	162370	5	10000	0.6	1.32333
ENST00000458153.5	160066	9	15000	0.1	1.23103
ENST00000491203.5	87473	42	20000	0.316667	1.12308
ENST00000315544.6	123058	34	20000	0.333333	1.185
ENST00000616381.4	126847	6	10000	0.8	1.2913
ENST00000456390.5	117801	7	10000	0.75	1.31429
ENST00000415680.6	125151	4	10000	0.35	1.21304
ENST00000497516.5	109804	4	10000	0.35	1.21316
ENST00000422774.1	143794	5	10000	0.95	1.15385
ENST00000428878.6	205150	8	10000	0.35	1.02692
ENST00000497784.1	190062	34	19261.9	0.461771	1.21335
ENST00000288602.10	190286	32	19261.9	0.446829	1.19849
ENST00000602748.5	102381	41	20000	0.383333	1.23125
ENST00000325222.8	102125	43	20000	0.416667	1.23125
ENST00000430044.6	96655	3	10000	0.25	1.21765
ENST00000423337.5	77377	4	10000	0.3	1.25769
ENST00000397282.2	95162	4	10000	2	0.947059
ENST00000461469.5	128877	6	10000	0.65	1.19565
ENST00000275418.11	95862	49	18098.8	0.280113	1.37619
ENST00000344683.9	241913	7	10000	0.15	0.871739
ENST00000276282.6	110292	7	10000	0.35	1.31
ENST00000310430.10	226433	21	20000	0.383333	1.17317
ENST00000518255.5	255000	13	14545.3	1.07858	1.02807
ENST00000382020.8	226427	34	18826.2	0.438367	1.32625
ENST00000503731.5	224177	61	18232.5	0.476533	1.34161
ENST00000318063.9	95407	5	10000	0.9	1.08529
ENST00000517317.5	99923	3	10000	7.25055e-159	1.30588
ENST00000381869.5	157123	3	10000	0.7	1.54655
ENST00000325083.12	105129	4	10000	0.5	1.22632
ENST00000519253.5	104776	4	10000	0.5	1.23611
ENST00000327040.12	255000	29	23756.6	0.260154	1.33137
ENST00000410074.5	86499	4	10000	0.2	1.58333
ENST00000276440.11	230852	4	10000	0.25	1.35455
ENST00000520164.5	203668	3	10000	1.85	1.27895
ENST00000522338.5	86161	6	10000	1.2	0.8
ENST00000523436.5	96103	23	15000	0.675	1.0625
ENST00000416984.6	122582	41	10000	0.8	1.11364
ENST00000287701.14	162341	25	20000	0.233333	1.21071
ENST00000560269.1	79512	61	20000	0.35	1.33636
ENST00000523968.1	112766	7	10000	0.95	1.3675
ENST00000298139.5	139969	105	22253.5	0.405917	1.09756
ENST00000379917.7	108119	5	10000	0.15	1.20789
ENST00000265713.6	122509	41	20000	0.5	1.425
ENST00000527306.1	101211	4	10000	0.55	1.25556
ENST00000524006.5	255000	27	20000	0.516667	1.21809
ENST00000314191.6	187076	4	10000	0.75	1.06
ENST00000429861.5	74882	64	20000	0.433333	1.37
ENST00000423902.6	189251	25	20000	0.416667	1.34242
ENST00000401827.7	124443	23	15000	0.4	1.39762
ENST00000262215.7	146029	3	10000	0.8	1.16667
ENST00000518698.5	255000	3	10000	0.5	1.25204
ENST00000523686.5	116789	3	10000	0.45	1.44286
ENST00000303824.11	164422	4	10000	0.55	1.065
ENST00000388741.6	164009	3	10000	0.55	1.05167
ENST00000523207.1	255000	5	10000	1.45	1.5
ENST00000522962.5	93321	3	10000	1.35	1.3
ENST00000494318.5	119221	3	10000	1.1	1.42857
ENST00000519303.6	133894	7	10000	0.3	1.325
ENST00000520795.5	118105	6	10000	0.3	1.32857
ENST00000544227.5	255000	6	10000	0.3	1.51122
ENST00000524190.1	129030	6	10000	0.9	0.993478
ENST00000521649.5	245951	22	24330	0.507734	1.2006
ENST00000355155.5	196522	4	10000	0.25	1.2473
ENST00000441350.2	108489	4	10000	0.25	1.29474
ENST00000220959.8	158954	5	10000	0.55	1.22931
ENST00000520539.5	159830	4	10000	0.5	1.22069
ENST00000519675.1	84752	8	10000	0.3	1.38214
ENST00000424843.6	99794	9	10000	0.3	1.44118
ENST00000521923.5	255000	9	240000	0.037234	1.35
ENST00000435082.1	94194	8	10000	0.4	1.16875
ENST00000519607.5	91444	6	10000	0.25	1.47813
ENST00000220888.9	255000	3	10000	0.35	1.17143
ENST00000518949.5	106979	4	10000	0.2	1.04474
ENST00000276682.8	121423	58	20000	0.15	1.0425
ENST00000437196.1	255000	5	10000	0.25	1.1949
ENST00000378204.6	255000	8	10000	0.2	1.19184
ENST00000629661.1	236664	7	40000	0.1	0.538462
ENST00000445741.5	255000	3	10000	1.5	1.51531
ENST00000314393.5	193119	5	10000	0.95	1.09306
ENST00000518146.5	90393	4	10000	0.55	1.08438
ENST00000504719.6	96443	46	20000	0.466667	1.29333
ENST00000523427.1	96378	45	20000	0.466667	1.29333
ENST00000399640.3	117093	9	10000	0.4	1.07381
ENST00000523399.5	234570	4	10000	0.65	0.928409
ENST00000523243.5	235258	6	10000	0.65	0.933333
ENST00000355849.9	190154	34	18567.1	0.197194	1.13937
ENST00000520892.5	121497	38	20000	0.516667	1.4225
ENST00000524325.5	191161	7	10000	0.65	0.645833
ENST00000262577.5	103799	5	10000	0.6	0.838889
ENST00000382297.6	241390	3	10000	1.2	1.21522
ENST00000357248.8	178435	15	20000	0.55	1.4629
ENST00000382004.7	255000	5	10000	0.45	1.45612
ENST00000449190.5	195688	4	10000	0.45	1.45405
ENST00000251879.10	140650	34	20000	0.333333	1.35625
ENST00000414202.6	147439	68	25000	0.375	1.41458
ENST00000640592.1	87165	4	10000	0.95	1.18333
ENST00000321612.7	113320	4	10000	0.55	1.1025
ENST00000438023.5	255000	6	15000	0.2	1.26458
ENST00000381306.7	255000	7	15000	0.2	1.26562
ENST00000397579.6	226980	4	10000	0.45	1.39651
ENST00000380701.7	255000	3	10000	0.4	1.26429
ENST00000380647.7	255000	10	20000	0.35	1.35106
ENST00000380641.4	167012	9	10000	0.5	1.31129
ENST00000434457.6	142164	9	10000	0.15	1.34808
ENST00000630269.2	255000	7	10000	0.3	1.54796
ENST00000380338.8	255000	37	19481.8	0.597581	1.57566
ENST00000263228.3	102838	7	10000	0.45	1.35
ENST00000378496.8	241951	6	10000	2.1235e-52	1.20326
ENST00000626154.2	104488	4	10000	1.15	1.11944
ENST00000540557.1	255000	4	10000	0.85	1.12551
ENST00000377707.3	150078	4	10000	0.7	1.07321
ENST00000361138.6	95927	3	10000	0.15	1.20882
ENST00000376896.7	195813	29	24107.7	0.370571	1.15961
ENST00000361255.7	164853	8	10000	1.3	0.893333
ENST00000545128.5	255000	4	10000	0.55	1.41633
ENST00000376752.8	255000	5	10000	0.55	1.42041
ENST00000357409.9	207658	26	19327.7	0.455717	1.4042
ENST00000286548.8	255000	40	20000	0.516667	1.48404
ENST00000376544.7	155110	3	10000	0.4	1.15862
ENST00000470872.5	152769	4	10000	0.5	1.15714
ENST00000376499.7	105623	3	10000	0.5	1.33158
ENST00000376083.7	195280	53	24107.7	0.405153	1.40883
ENST00000337006.8	195490	23	20000	0.283333	1.39857
ENST00000472344.1	140873	5	10000	0.75	1.30385
ENST00000375859.3	90276	75	25000	0.675	1.3
ENST00000375751.8	96763	7	10000	0.45	1.00294
ENST00000375747.5	96623	6	10000	0.45	1.00588
ENST00000277165.10	114386	4	10000	0.55	1.2725
ENST00000446420.2	80206	5	10000	0.55	1.22857
ENST00000297979.9	255000	5	10000	0.85	1.07653
ENST00000636777.1	255000	5	10000	0.3	0.923469
ENST00000288985.11	93140	4	10000	0.6	0.971875
ENST00000466840.5	91018	3	10000	0.65	0.96875
ENST00000375206.6	138791	4	10000	0.55	1.192
ENST00000262455.6	119862	37	20000	0.4	1.29737
ENST00000262457.6	201745	4	10000	1.1	1.36842
ENST00000466647.5	126911	4	10000	1.1	1.43043
ENST00000374720.7	152725	5	10000	0.25	1.33929
ENST00000374586.7	104794	20	15000	0.5	1.13824
ENST00000374530.7	255000	3	10000	0.6	0.969388
ENST00000602447.5	75109	67	20000	0.516667	1.29091
ENST00000467434.5	79416	3	10000	1.4	1.40769
ENST00000481558.1	154501	5	10000	0.35	1.01429
ENST00000362057.3	102890	4	10000	1.1	1.05833
ENST00000288520.9	255000	10	10000	0.1	1.19184
ENST00000473282.6	190810	3	10000	0.6	0.979167
ENST00000373855.5	102597	6	10000	0.95	0.858333
ENST00000373624.6	255000	5	10000	0.8	1.43265
ENST00000487099.6	254003	4	10000	0.35	1.39583
ENST00000497580.5	80071	6	10000	0.3	1.39286
ENST00000427078.5	164119	6	10000	0.85	1.25167
ENST00000361171.7	180193	4	10000	0.5	0.967647
ENST00000371850.7	230417	4	10000	0.65	1.02955
ENST00000481739.1	110440	44	22993.4	0.308227	1.18042
ENST00000380782.6	172314	6	10000	3.86185e-98	1.01562
ENST00000608176.5	255000	3	10000	1.25	1.24286
ENST00000379942.4	92299	4	10000	0.7	0.95625
ENST00000438357.1	72451	3	10000	0.9	1.28333
ENST00000492128.5	73581	3	10000	0.8	1.30417
ENST00000286824.6	126854	18	14528.1	0.7	1.29517
ENST00000324545.8	150945	7	10000	0.3	1.15179
ENST00000442742.6	255000	50	18504.3	0.426107	1.36999
ENST00000378154.1	255000	50	19481.8	0.466633	1.36823
ENST00000382899.8	239422	6	10000	0.3	1.18667
ENST00000475233.1	147016	7	10000	0.3	1.22963
ENST00000328306.4	153738	5	10000	0.35	1.38393
ENST00000616978.4	159921	8	10000	0.35	1.38448
ENST00000376091.7	169818	5	10000	0.4	1.30161
ENST00000342160.7	152074	4	10000	1.05	1.03571
ENST00000636392.1	116658	4	10000	1.05	1.17381
ENST00000355520.5	255000	5	10000	0.6	1.1102
ENST00000373542.8	135227	6	10000	1.15	1.314
ENST00000373545.7	135506	4	10000	1.15	1.274
ENST00000498407.5	123492	18	14504.9	0.7	1.10523
ENST00000498318.1	119764	4	10000	0.7	1.07143
ENST00000339447.8	102998	23	15000	0.65	1.23529
ENST00000373275.4	138835	4	10000	1.35	1.484
ENST00000463546.5	94962	3	10000	1.4	1.35312
ENST00000373177.2	181195	3	10000	1.35	1.25294
ENST00000467744.2	186125	4	10000	0.45	1.21
ENST00000373131.5	255000	4	10000	0.25	1.23265
ENST00000373125.8	255000	3	10000	0.25	1.23367
ENST00000373054.5	255000	4	10000	0.65	1.43776
ENST00000477085.1	171856	3	10000	0.9	1.45625
ENST00000470339.1	129094	4	10000	1.15	1.25435
ENST00000372073.5	174694	23	14360.1	0.95	1.16524
ENST00000317135.12	123457	5	10000	0.2	1.29773
ENST00000371882.5	218986	3	10000	0.55	1.32195
ENST00000254029.7	103853	136	16743.8	0.318787	1.19518
ENST00000276204.10	190266	6	10000	0.65	1.30694
ENST00000276202.8	190239	7	10000	0.65	1.30417
ENST00000435215.5	83231	5	10000	0.3	1.07143
ENST00000492263.1	223547	5	10000	0.7	0.965476
ENST00000427391.1	127994	4	10000	0.75	1.21087
ENST00000441399.2	214356	4	10000	0.75	0.7625
ENST00000370828.3	115388	5	10000	1.2	1.54286
ENST00000370557.5	206725	5	10000	0.4	1.42564
ENST00000449111.5	255000	4	10000	1	0.834694
ENST00000490530.1	77233	4	10000	0.25	1.26154
ENST00000491877.1	83710	137	21578.1	0.488077	1.16238
ENST00000437787.6	132478	76	22112	0.493198	1.15453
